,time,latitude,longitude,depth,mag,magType,id,updated,place,type,horizontalError,depthError,locationSource,magSource
1277,2015-03-15 14:22:54.860000+00:00,-5.809,130.3598,39.95,5.2,mb,us10001mj9,2015-06-04T00:46:21.040Z,"265 km W of Tual, Indonesia",earthquake,6.6,5.3,us,us
1278,2015-03-15 04:47:19.970000+00:00,18.7532,146.4233,46.0,5.8,mww,us10001mh6,2022-05-03T18:23:23.200Z,"Pagan region, Northern Mariana Islands",earthquake,7.5,1.8,us,us
1279,2015-03-15 02:17:07.850000+00:00,-22.2789,-176.3784,112.0,5.5,mwb,us10001mgf,2022-05-03T18:23:18.080Z,"172 km SW of Vaini, Tonga",earthquake,9.6,1.8,us,us
1280,2015-03-14 23:32:54.640000+00:00,-71.7339,-126.4748,10.0,5.0,mb,us10001mft,2015-06-04T00:46:20.040Z,southern Pacific Ocean,earthquake,13.7,1.8,us,us
1281,2015-03-14 21:59:14.850000+00:00,-2.1657,141.4926,10.0,5.1,mb,us10001mf9,2015-06-04T00:46:20.040Z,"61 km NNE of Vanimo, Papua New Guinea",earthquake,6.7,1.7,us,us
1282,2015-03-14 15:36:08.750000+00:00,34.2885,141.6586,7.15,5.4,mb,us10001md6,2015-06-04T00:46:19.040Z,"155 km SE of Katsuura, Japan",earthquake,6.6,3.4,us,us
1283,2015-03-13 19:16:06.670000+00:00,-44.5532,-73.0345,10.76,5.0,mb,us10001m7j,2022-07-28T02:03:49.674Z,"34 km NW of Puerto Cisnes, Chile",earthquake,3.6,3.8,us,us
1284,2015-03-12 19:47:14.230000+00:00,52.8652,-162.9065,10.0,5.3,mww,us10001lxx,2023-07-25T21:21:12.669Z,"223 km S of False Pass, Alaska",earthquake,4.3,1.7,us,us
1285,2015-03-12 15:23:25.690000+00:00,8.0567,-39.5642,8.69,5.0,mb,us10001lvy,2015-06-04T00:46:17.040Z,central Mid-Atlantic Ridge,earthquake,8.8,2.4,us,us
1286,2015-03-12 07:49:59.560000+00:00,13.0904,145.5124,14.99,5.3,mb,us10001luu,2015-06-04T00:46:16.040Z,"83 km SE of Yigo Village, Guam",earthquake,7.3,0.6,us,us
1287,2015-03-12 06:28:10.630000+00:00,13.151,145.4075,42.02,5.0,mb,us10001lug,2022-07-28T01:46:05.505Z,"70 km SE of Yigo Village, Guam",earthquake,8.3,6.9,us,us
1288,2015-03-12 06:05:11.850000+00:00,13.2299,145.5374,10.0,5.1,mb,us10001n0w,2015-06-04T00:46:16.040Z,"78 km ESE of Yigo Village, Guam",earthquake,6.5,1.9,us,us
1289,2015-03-12 06:03:40.590000+00:00,13.1051,145.4306,23.29,5.1,mb,us10001lue,2022-07-28T01:45:09.772Z,Guam region,earthquake,9.8,4.2,us,us
1290,2015-03-11 16:23:37.870000+00:00,10.6565,-86.4019,12.0,5.2,mwb,us10001lk3,2022-07-28T01:38:40.990Z,"83 km W of Sardinal, Costa Rica",earthquake,3.2,1.7,us,us
1291,2015-03-10 20:55:44.370000+00:00,6.7757,-72.9875,155.0,6.2,mww,us10001ldx,2023-08-19T18:45:26.795Z,"2 km NNW of Cepitá, Colombia",earthquake,5.6,1.7,us,us
1292,2015-03-10 15:27:57.510000+00:00,-52.2191,16.9915,14.46,5.3,mb,us10001l7y,2015-05-28T00:48:41.040Z,southwest of Africa,earthquake,10.8,1.7,us,us
1293,2015-03-10 11:17:28.730000+00:00,13.0856,145.5705,10.0,5.0,mb,us10001l73,2015-05-28T00:48:40.040Z,"89 km SE of Yigo Village, Guam",earthquake,6.6,1.9,us,us
1294,2015-03-09 06:45:20.420000+00:00,-7.3075,128.7275,128.87,5.2,mb,usc000twpw,2015-05-28T00:48:39.040Z,"233 km NE of Lospalos, Timor Leste",earthquake,2.2,4.4,us,us
1295,2015-03-09 02:48:45.580000+00:00,6.5308,-82.6541,11.0,5.8,mww,usc000twp2,2022-05-03T18:23:12.964Z,"167 km S of Punta de Burica, Panama",earthquake,7.0,1.8,us,us
1296,2015-03-08 15:52:23.490000+00:00,-19.9946,-177.8541,565.06,5.1,mb,usc000twju,2022-05-03T17:15:23.271Z,Fiji region,earthquake,9.5,4.6,us,us
1297,2015-03-07 22:18:57.500000+00:00,-6.5331,151.7342,22.0,5.6,mww,usc000twg0,2022-05-03T17:15:22.035Z,"207 km ESE of Kimbe, Papua New Guinea",earthquake,6.9,1.8,us,us
1298,2015-03-07 20:51:43.650000+00:00,-24.4543,179.2549,531.4,5.1,mb,usc000twev,2015-05-28T00:48:37.040Z,south of the Fiji Islands,earthquake,9.5,5.3,us,us
1299,2015-03-07 13:18:23.960000+00:00,50.5075,-173.29,10.0,5.6,mww,usc000twdd,2023-07-25T21:05:59.800Z,"198 km SSE of Atka, Alaska",earthquake,6.2,1.7,us,us
1300,2015-03-06 10:39:49+00:00,-44.4072,-78.3931,10.0,5.1,mb,usc000tvi4,2024-01-17T21:09:04.018Z,"Off the coast of Aisen, Chile",earthquake,9.5,1.8,us,us
1301,2015-03-06 08:22:18.960000+00:00,-41.3157,80.6046,10.0,6.0,mww,usc000tvgw,2022-05-03T17:14:58.670Z,Mid-Indian Ridge,earthquake,8.4,1.7,us,us
1302,2015-03-05 22:54:48.550000+00:00,28.0428,56.8139,10.0,5.2,mb,usc000tvdv,2015-05-28T00:48:34.040Z,"104 km NNW of M?n?b, Iran",earthquake,7.2,1.8,us,us
1303,2015-03-05 21:30:32+00:00,-29.319,-71.111,60.0,5.3,mww,usc000tvct,2022-07-28T00:40:45.083Z,"Near the coast of Coquimbo, Chile",earthquake,5.5,2.8,guc,us
1304,2015-03-05 02:08:50+00:00,-34.319,-72.753,31.5,5.0,mwr,usc000tv3t,2022-07-28T00:29:57.131Z,"116 km NNW of Constitución, Chile",earthquake,6.0,4.0,guc,us
1305,2015-03-05 00:07:12.090000+00:00,0.2059,96.9588,10.0,5.3,mww,usc000tv3f,2022-07-28T00:28:14.094Z,"247 km SSW of Singkil, Indonesia",earthquake,8.3,1.7,us,us
1306,2015-03-04 08:35:07.120000+00:00,50.2697,-129.92,8.65,5.1,mwr,usc000tuv5,2015-05-19T00:30:00.040Z,"204 km W of Port McNeill, Canada",earthquake,8.3,4.4,us,pgc
1307,2015-03-03 12:45:19+00:00,-20.358,-69.145,106.2,5.2,mww,usc000tun1,2022-07-28T00:10:41.656Z,"106 km E of Iquique, Chile",earthquake,5.1,3.7,guc,us
1308,2015-03-03 10:37:30.050000+00:00,-0.7789,98.7161,28.0,6.1,mww,usc000tumx,2022-07-28T00:07:57.043Z,"157 km W of Pariaman, Indonesia",earthquake,6.9,1.7,us,us
1309,2015-03-02 21:51:58.820000+00:00,9.8729,126.3333,69.96,5.0,mb,usc000tugb,2022-05-03T17:14:38.845Z,"25 km E of Pilar, Philippines",earthquake,9.9,5.5,us,us
1310,2015-03-02 16:53:46.250000+00:00,-27.8657,-71.065,33.68,5.2,mww,usc000tucw,2022-07-28T00:00:39.899Z,"84 km NNW of Vallenar, Chile",earthquake,4.9,2.0,us,us
1311,2015-03-02 13:29:12.860000+00:00,-1.8461,133.3405,40.47,5.1,mb,usc000tuc2,2015-05-19T00:29:38.040Z,"135 km SW of Manokwari, Indonesia",earthquake,6.9,5.2,us,us
1312,2015-03-02 02:50:47.880000+00:00,-59.561,-150.6522,13.0,5.5,mwb,usc000tuyv,2022-05-03T17:14:46.068Z,Pacific-Antarctic Ridge,earthquake,15.0,1.7,us,us
1313,2015-03-02 01:40:52.350000+00:00,-0.0463,124.5345,71.49,5.0,mb,usc000tuaf,2015-05-19T00:29:31.040Z,"153 km S of Tomohon, Indonesia",earthquake,5.8,6.2,us,us
1314,2015-03-01 15:08:28.410000+00:00,-17.1815,-71.8382,55.51,5.0,mb,usc000tu6s,2022-07-27T23:55:02.647Z,"4 km WSW of Punta de Bombón, Peru",earthquake,6.2,4.8,us,us
1315,2015-03-01 10:24:41.360000+00:00,23.5657,98.8539,10.0,5.2,mb,usc000tu67,2024-06-16T23:49:00.779Z,"132 km ENE of Lashio, Myanmar",earthquake,7.0,1.8,us,us
1316,2015-03-01 08:30:03.030000+00:00,13.4392,-90.9992,20.0,5.5,mww,usc000tu5z,2022-07-27T23:49:37.712Z,"57 km SSW of Puerto San José, Guatemala",earthquake,5.8,1.8,us,us
1317,2015-03-01 07:01:56.780000+00:00,4.7307,125.7803,104.82,5.3,mb,usc000tu5k,2015-05-19T00:29:21.040Z,"82 km SSE of Sarangani, Philippines",earthquake,7.1,4.3,us,us
1318,2015-03-01 03:32:33.780000+00:00,0.0241,124.4702,62.0,5.6,mwb,usc000tu4z,2022-07-27T23:45:48.260Z,"147 km SSW of Tomohon, Indonesia",earthquake,5.9,1.6,us,us
1319,2015-02-28 19:27:30.810000+00:00,-56.3493,-27.0752,109.49,5.4,mb,usc000tu15,2015-05-19T00:29:15.040Z,South Sandwich Islands region,earthquake,9.7,4.2,us,us
1320,2015-02-28 10:53:03.610000+00:00,-8.9066,118.8202,117.87,5.1,mb,usc000ttz2,2015-05-19T00:29:12.040Z,"50 km SSE of Bima, Indonesia",earthquake,6.8,4.9,us,us
1321,2015-02-28 01:02:51.600000+00:00,16.9798,145.9228,17.12,5.0,mb,usc000ttwj,2022-05-03T17:14:22.151Z,"196 km N of Saipan, Northern Mariana Islands",earthquake,7.4,3.7,us,us
1322,2015-02-27 16:45:20.200000+00:00,16.9824,145.8629,28.3,5.0,mb,usc000ttp5,2015-05-19T00:28:58.040Z,"196 km N of Saipan, Northern Mariana Islands",earthquake,10.5,4.6,us,us
1323,2015-02-27 16:24:50.560000+00:00,16.9041,145.8303,20.09,5.7,mww,usc000ttnw,2022-05-03T17:14:21.319Z,"187 km N of Saipan, Northern Mariana Islands",earthquake,6.0,4.3,us,us
1324,2015-02-27 13:45:05.370000+00:00,-7.2968,122.5348,552.06,7.0,mww,usc000ttkd,2022-07-27T23:24:17.079Z,"150 km NNE of Maumere, Indonesia",earthquake,7.1,3.6,us,us
1325,2015-02-27 11:35:14.260000+00:00,-7.0531,155.306,63.91,5.3,mb,usc000ttjq,2022-07-27T23:23:20.449Z,"83 km SSW of Panguna, Papua New Guinea",earthquake,7.7,4.3,us,us
1326,2015-02-27 00:47:38.010000+00:00,-38.1586,-93.8636,10.0,5.3,mb,usc000tthz,2015-05-19T00:28:51.040Z,West Chile Rise,earthquake,10.1,1.8,us,us
1327,2015-02-26 23:44:53.820000+00:00,-5.4602,152.8834,11.27,5.1,mb,usc000tthp,2022-07-27T23:20:33.778Z,"141 km SSE of Kokopo, Papua New Guinea",earthquake,7.2,4.1,us,us
1328,2015-02-26 21:59:05.140000+00:00,34.671,73.2777,29.74,5.4,mb,usc000ttgc,2022-07-27T23:19:31.542Z,"23 km E of Battagram, Pakistan",earthquake,4.6,3.6,us,us
1329,2015-02-26 09:45:39.410000+00:00,50.1375,-175.8006,35.0,5.4,mb,usc000ttcc,2023-08-18T16:53:27.681Z,"201 km SSE of Adak, Alaska",earthquake,6.4,1.9,us,us
1330,2015-02-26 06:26:52.180000+00:00,-19.9821,-173.7746,8.74,5.4,mwb,usc000ttbc,2015-05-19T00:28:39.040Z,"63 km ESE of Pangai, Tonga",earthquake,6.3,2.8,us,us
1331,2015-02-26 01:11:23.800000+00:00,38.4821,142.0433,52.04,5.0,mwr,usc000ttaf,2022-07-27T23:16:50.086Z,"65 km E of Ishinomaki, Japan",earthquake,6.1,5.2,us,us
1332,2015-02-25 19:33:08.800000+00:00,-36.583,177.275,12.0,5.1,mwr,usc000tt6i,2022-07-27T23:12:18.853Z,"135 km ENE of Tairua, New Zealand",earthquake,6.9,3.9,wel,us
1333,2015-02-25 13:48:31.150000+00:00,-40.088,-16.3752,10.0,5.0,mb,usc000tt3i,2015-05-12T20:29:45.040Z,southern Mid-Atlantic Ridge,earthquake,12.0,1.8,us,us
1334,2015-02-25 07:01:00.930000+00:00,31.0659,141.8201,9.0,5.9,mww,usc000tt0x,2022-05-03T18:22:37.510Z,"Izu Islands, Japan region",earthquake,6.9,1.7,us,us
1335,2015-02-25 03:02:39.670000+00:00,1.7463,126.3714,35.86,5.3,mb,usc000tszv,2022-05-03T17:14:04.639Z,"154 km NW of Ternate, Indonesia",earthquake,6.3,4.7,us,us
1336,2015-02-25 01:31:41.500000+00:00,6.0816,119.8398,9.0,5.7,mww,usc000tszg,2022-05-03T18:22:36.337Z,"81 km WSW of Pandan Niog, Philippines",earthquake,5.4,1.6,us,us
1337,2015-02-24 23:43:18.140000+00:00,-10.3658,23.4785,10.0,5.1,mb,usc000tsyj,2024-06-16T23:48:50.743Z,"142 km ENE of Luau, Angola",earthquake,8.3,1.8,us,us
1338,2015-02-24 06:54:48.520000+00:00,0.9982,-26.1018,10.0,5.4,mwc,usc000tsm5,2016-11-10T21:46:37.498Z,central Mid-Atlantic Ridge,earthquake,12.1,1.8,us,gcmt
1339,2015-02-24 05:13:50.410000+00:00,-22.7448,-66.6628,188.95,5.3,mww,usc000tsli,2022-07-27T22:55:51.998Z,"99 km W of Abra Pampa, Argentina",earthquake,6.1,3.9,us,us
1340,2015-02-24 02:28:54.090000+00:00,39.6546,143.1982,20.0,5.8,mww,usc000tski,2022-07-27T22:53:10.524Z,"107 km E of Miyako, Japan",earthquake,6.5,1.8,us,us
1341,2015-02-23 10:25:06.180000+00:00,-36.5148,177.267,24.92,5.2,mww,usc000tsfu,2015-05-12T20:29:41.040Z,"138 km ENE of Tairua, New Zealand",earthquake,7.9,4.2,wel,us
1342,2015-02-22 19:43:32.660000+00:00,39.7592,143.2815,10.0,5.1,mb,usc000tsbm,2015-05-12T20:29:39.040Z,"115 km E of Miyako, Japan",earthquake,6.6,1.8,us,us
1343,2015-02-22 14:23:12.720000+00:00,18.6766,-106.848,5.0,6.2,mww,usc000tsak,2022-07-27T22:37:59.691Z,"207 km WSW of José María Morelos, Mexico",earthquake,7.4,1.8,us,us
1344,2015-02-22 13:02:16.300000+00:00,-17.9984,-178.3198,593.9,5.1,mb,usc000tsa8,2015-05-12T20:29:39.040Z,"250 km E of Levuka, Fiji",earthquake,9.5,5.1,us,us
1345,2015-02-22 12:56:24.400000+00:00,2.7299,-76.5012,149.0,5.5,mww,usc000tsa5,2022-07-27T22:36:01.079Z,"7 km SSW of Caldono, Colombia",earthquake,7.5,1.9,us,us
1346,2015-02-22 11:48:24.890000+00:00,-29.0463,-3.9058,10.0,5.1,mb,usc000tsa0,2015-05-12T20:29:39.040Z,South Atlantic Ocean,earthquake,11.4,1.8,us,us
1347,2015-02-22 06:42:54.740000+00:00,44.133,85.5676,11.92,5.1,mb,usc000ts8t,2022-07-27T22:33:17.233Z,"41 km WSW of Shihezi, China",earthquake,5.3,3.1,us,us
1348,2015-02-22 06:10:33.740000+00:00,-4.9692,133.9018,10.0,5.2,mwc,usc000ts8n,2016-11-10T21:46:35.269Z,"146 km ENE of Tual, Indonesia",earthquake,6.5,1.7,us,gcmt
1349,2015-02-22 02:53:42.230000+00:00,40.076,143.6209,10.0,5.0,mb,usc000ts7u,2015-05-12T20:29:38.040Z,"151 km ENE of Miyako, Japan",earthquake,4.5,1.8,us,us
1350,2015-02-21 22:26:45.600000+00:00,4.67,-76.18,95.0,5.1,mb,usc000ts6w,2022-07-27T22:29:19.488Z,"8 km SW of Argelia, Colombia",earthquake,6.9,4.4,rsnc,us
1351,2015-02-21 19:51:00.280000+00:00,-9.1282,158.5607,33.55,5.1,mb,usc000ts63,2022-05-03T17:13:58.310Z,"141 km WNW of Malango, Solomon Islands",earthquake,5.9,4.7,us,us
1352,2015-02-21 19:42:22.160000+00:00,-5.4517,147.129,213.79,5.3,mwb,usc000ts60,2022-07-27T22:26:35.608Z,"141 km N of Lae, Papua New Guinea",earthquake,6.9,3.9,us,us
1353,2015-02-21 11:34:06.380000+00:00,-16.8493,-14.1231,10.0,5.3,mb,usc000ts4c,2015-05-12T20:29:37.040Z,southern Mid-Atlantic Ridge,earthquake,10.1,1.8,us,us
1354,2015-02-21 10:13:53.290000+00:00,39.8185,143.4861,7.0,6.0,mww,usc000ts49,2022-07-27T22:24:45.873Z,"133 km E of Miyako, Japan",earthquake,6.7,1.7,us,us
1355,2015-02-20 19:28:27.940000+00:00,41.947,142.6543,60.31,5.3,mwr,usc000tryp,2015-05-12T20:29:35.040Z,"49 km SSE of Shizunai-furukawach?, Japan",earthquake,4.9,4.5,us,us
1356,2015-02-20 15:39:17.940000+00:00,-31.0595,-178.346,40.84,5.4,mb,usc000trx4,2015-05-12T20:29:35.040Z,Kermadec Islands region,earthquake,9.1,4.8,us,us
1357,2015-02-20 09:08:15.110000+00:00,-22.7972,-13.3237,10.0,5.2,mb,usc000trt2,2015-05-12T20:29:34.040Z,southern Mid-Atlantic Ridge,earthquake,11.8,1.7,us,us
1358,2015-02-20 04:25:23.380000+00:00,39.8244,143.5871,10.0,6.2,mww,usc000trsc,2022-07-27T22:17:24.536Z,"142 km E of Miyako, Japan",earthquake,5.8,1.7,us,us
1359,2015-02-19 19:56:35.590000+00:00,-16.3938,168.0953,24.56,5.1,mb,usc000trl8,2015-05-12T20:29:33.040Z,"79 km ESE of Lakatoro, Vanuatu",earthquake,4.5,5.2,us,us
1360,2015-02-19 16:32:47.370000+00:00,52.81,159.0059,82.0,5.4,mww,usc000tri6,2022-07-27T22:09:40.359Z,"35 km SE of Petropavlovsk-Kamchatsky, Russia",earthquake,6.8,1.8,us,us
1361,2015-02-19 14:32:41.570000+00:00,-16.513,168.0905,10.0,5.4,mb,usc000trgm,2020-07-10T19:20:32.117Z,"85 km ESE of Lakatoro, Vanuatu",earthquake,6.5,1.8,us,us
1362,2015-02-19 14:08:49.290000+00:00,-16.1006,-178.943,35.0,5.1,mb,usc000trg9,2022-05-03T17:13:46.438Z,"184 km ENE of Labasa, Fiji",earthquake,3.7,1.9,us,us
1363,2015-02-19 13:23:17.300000+00:00,-16.4536,168.109,10.0,5.2,mb,usc000tsrf,2015-05-12T20:29:33.040Z,"83 km ESE of Lakatoro, Vanuatu",earthquake,9.8,2.0,us,us
1364,2015-02-19 13:18:32.810000+00:00,-16.4311,168.1483,10.0,6.4,mww,usc000trf9,2022-05-03T18:22:31.721Z,Vanuatu,earthquake,6.2,1.7,us,us
1365,2015-02-19 10:24:03.570000+00:00,-53.4419,159.3522,10.0,5.5,mwb,us10000dg7,2022-05-03T18:22:30.484Z,Macquarie Island region,earthquake,7.9,1.7,us,us
1366,2015-02-18 22:47:05.410000+00:00,-56.6835,-25.8239,10.0,5.2,mb,usc000trcf,2015-05-11T23:20:24.040Z,South Sandwich Islands region,earthquake,9.0,1.7,us,us
1367,2015-02-18 17:09:41.290000+00:00,-10.684,164.0707,13.08,5.4,mb,usb000tqd1,2015-05-11T23:20:23.040Z,"188 km W of Lata, Solomon Islands",earthquake,8.7,3.6,us,us
1368,2015-02-18 16:27:23.040000+00:00,-10.7482,164.136,10.0,5.1,mb,usb000tqcy,2015-05-11T23:20:23.040Z,"181 km W of Lata, Solomon Islands",earthquake,9.3,1.8,us,us
1369,2015-02-18 14:31:53.900000+00:00,2.732,128.5544,239.0,5.2,mb,usb000tq9w,2015-05-11T23:20:23.040Z,"126 km NNE of Tobelo, Indonesia",earthquake,8.3,5.7,us,us
1370,2015-02-18 09:32:26.770000+00:00,-10.7598,164.1216,10.0,6.1,mww,usb000tq9f,2022-05-03T17:13:39.797Z,"183 km W of Lata, Solomon Islands",earthquake,7.5,1.7,us,us
1371,2015-02-18 04:43:39.170000+00:00,-8.8943,159.3182,135.08,5.4,mww,usb000tq8s,2022-07-27T21:46:12.427Z,"88 km SSW of Buala, Solomon Islands",earthquake,7.8,3.7,us,us
1372,2015-02-18 02:20:37.640000+00:00,-7.7076,-13.4636,10.0,5.4,mb,usb000tq8c,2015-05-11T23:20:22.040Z,"107 km ENE of Georgetown, Saint Helena",earthquake,7.1,1.8,us,us
1373,2015-02-18 01:41:12.480000+00:00,8.381,-102.9551,10.0,5.0,mb,usb000tq7z,2015-05-11T23:20:22.040Z,northern East Pacific Rise,earthquake,11.3,1.9,us,us
1374,2015-02-18 01:16:17.570000+00:00,8.285,-103.0536,10.0,5.5,mwc,usb000tq7i,2022-05-03T17:13:38.504Z,northern East Pacific Rise,earthquake,11.9,1.9,us,gcmt
1375,2015-02-18 00:48:28.890000+00:00,8.3227,-103.159,5.0,5.5,mwb,usb000tq6v,2022-05-03T17:13:37.352Z,northern East Pacific Rise,earthquake,11.2,1.8,us,us
1376,2015-02-17 16:33:21.280000+00:00,39.5696,143.5829,10.0,5.5,mww,usb000tq2a,2022-07-27T21:39:09.061Z,"140 km E of Yamada, Japan",earthquake,6.6,1.8,us,us
1377,2015-02-17 14:35:54+00:00,-32.375,-71.013,72.6,5.4,mww,usb000tq1p,2022-07-27T21:38:08.666Z,"22 km ENE of La Ligua, Chile",earthquake,5.2,3.7,guc,us
1378,2015-02-17 05:56:57.790000+00:00,-37.6518,179.6469,33.23,5.2,mww,usb000tpyf,2015-05-11T23:20:20.040Z,"181 km NE of Gisborne, New Zealand",earthquake,6.4,4.1,us,us
1379,2015-02-17 04:46:38.940000+00:00,40.1095,141.8914,47.0,5.5,mwb,usb000tpy8,2022-07-27T21:37:13.757Z,"51 km N of Miyako, Japan",earthquake,5.5,1.9,us,us
1380,2015-02-17 03:06:30.850000+00:00,-55.4044,-28.1851,11.24,5.3,mb,usb000tpxn,2015-05-11T23:20:20.040Z,South Sandwich Islands region,earthquake,9.4,3.4,us,us
1381,2015-02-17 02:14:58.470000+00:00,0.5454,126.0272,38.12,5.1,mb,usb000tpx9,2022-05-03T17:13:56.831Z,"149 km SE of Tondano, Indonesia",earthquake,5.7,4.9,us,us
1382,2015-02-16 23:06:28.270000+00:00,39.8558,142.8808,23.0,6.7,mww,usb000tpvj,2022-07-27T21:32:17.327Z,"83 km ENE of Miyako, Japan",earthquake,3.8,1.8,us,us
1383,2015-02-16 22:00:53.590000+00:00,-55.52,-28.2591,13.0,6.2,mww,usb000tpuw,2022-05-03T17:14:36.608Z,South Sandwich Islands region,earthquake,9.5,1.7,us,us
1384,2015-02-15 21:08:43.970000+00:00,-10.9113,165.5826,63.7,5.2,mb,usb000tpki,2022-05-03T17:13:26.929Z,"31 km SW of Lata, Solomon Islands",earthquake,8.2,2.5,us,us
1385,2015-02-15 13:49:47.920000+00:00,-18.3052,176.9198,16.24,5.4,mwb,usb000tpiq,2022-07-27T21:13:45.867Z,"76 km SW of Nadi, Fiji",earthquake,8.5,3.5,us,us
1386,2015-02-15 12:56:47.670000+00:00,-5.7628,150.9435,74.84,5.3,mb,usb000tpil,2015-05-11T23:20:16.040Z,"92 km ESE of Kimbe, Papua New Guinea",earthquake,7.4,4.8,us,us
1387,2015-02-15 12:10:41.640000+00:00,-4.3677,-12.0393,10.0,5.1,mb,usb000tpig,2015-05-11T23:20:16.040Z,north of Ascension Island,earthquake,7.2,1.9,us,us
1388,2015-02-15 10:03:10+00:00,-18.601,168.928,217.06,5.0,mb,usb000tphp,2015-05-11T23:20:16.040Z,"110 km NNW of Isangel, Vanuatu",earthquake,8.1,4.7,us,us
1389,2015-02-14 19:12:55.910000+00:00,-55.3147,-29.6321,10.0,5.0,mb,usb000tpdp,2015-05-11T23:20:15.040Z,South Sandwich Islands region,earthquake,11.3,1.8,us,us
1390,2015-02-14 18:59:07.340000+00:00,-10.7449,161.8494,47.97,5.0,mb,usc000trhk,2015-05-11T23:20:15.040Z,"33 km SSW of Kirakira, Solomon Islands",earthquake,8.4,7.6,us,us
1391,2015-02-14 16:54:24.090000+00:00,-16.8906,-14.5968,10.0,5.3,mb,usb000tpcz,2015-05-11T23:20:14.040Z,southern Mid-Atlantic Ridge,earthquake,6.0,1.8,us,us
1392,2015-02-13 20:06:32.330000+00:00,22.6374,121.427,30.0,6.2,mww,usb000tp6y,2022-08-07T07:48:18.738Z,Taiwan region,earthquake,5.4,3.1,us,us
1393,2015-02-13 19:33:10.610000+00:00,52.6242,-32.3261,14.13,5.2,mb,usb000tp6g,2015-05-11T23:20:12.040Z,Reykjanes Ridge,earthquake,8.3,3.9,us,us
1394,2015-02-13 18:59:12.230000+00:00,52.6487,-31.9016,16.68,7.1,mww,usb000tp5q,2022-07-27T20:53:46.755Z,northern Mid-Atlantic Ridge,earthquake,6.8,1.4,us,us
1395,2015-02-13 18:48:17.890000+00:00,52.5081,-31.8737,17.56,5.3,mb,usb000tp5k,2022-05-03T17:13:13.588Z,northern Mid-Atlantic Ridge,earthquake,6.6,3.7,us,us
1396,2015-02-13 17:30:55.560000+00:00,-6.1333,146.7546,70.75,5.1,mb,usb000tp4x,2022-07-27T20:56:30.065Z,"70 km NNW of Lae, Papua New Guinea",earthquake,4.9,6.5,us,us
1397,2015-02-13 17:02:05.890000+00:00,-3.3841,148.8559,10.0,5.0,mb,usb000tp4f,2022-07-27T20:54:42.557Z,"230 km SE of Lorengau, Papua New Guinea",earthquake,7.3,1.8,us,us
1398,2015-02-13 06:40:03.140000+00:00,57.0807,163.3076,10.0,5.0,mb,usb000tnyp,2015-05-11T23:20:11.040Z,"107 km NNE of Ust’-Kamchatsk Staryy, Russia",earthquake,7.0,1.9,us,us
1399,2015-02-12 15:50:59.880000+00:00,19.3552,-105.7405,41.67,5.5,mwb,usb000tnlk,2022-07-27T20:38:40.578Z,"68 km WSW of José María Morelos, Mexico",earthquake,6.8,4.7,us,us
1400,2015-02-11 21:29:24.580000+00:00,-65.5984,-179.601,10.0,5.8,mwb,usb000tnde,2022-05-03T17:13:09.446Z,Pacific-Antarctic Ridge,earthquake,11.9,1.8,us,us
1401,2015-02-11 18:57:22.460000+00:00,-23.1125,-66.688,223.0,6.7,mww,usc000tp1s,2022-08-07T07:47:24.497Z,"103 km W of El Aguilar, Argentina",earthquake,7.1,1.8,us,us
1402,2015-02-11 13:01:15.810000+00:00,-23.5605,-66.7204,202.49,5.5,mww,usc000tnz0,2022-05-03T17:13:04.032Z,"83 km NNW of San Antonio de los Cobres, Argentina",earthquake,7.6,3.5,us,us
1403,2015-02-11 03:30:11.780000+00:00,13.2332,92.3474,20.15,5.1,mwb,usc000tnwj,2022-07-27T20:22:21.063Z,"174 km NNW of Bamboo Flat, India",earthquake,8.1,3.6,us,us
1404,2015-02-10 16:09:24.080000+00:00,14.0028,120.6226,134.89,5.1,mb,usc000tnp2,2022-07-27T20:14:10.330Z,"3 km W of Prinza, Philippines",earthquake,6.1,4.0,us,us
1405,2015-02-10 14:47:50.520000+00:00,9.7244,57.5806,10.0,5.4,mww,usc000tnnx,2016-11-10T21:46:22.874Z,Carlsberg Ridge,earthquake,7.7,1.8,us,us
1406,2015-02-10 13:29:38.360000+00:00,11.2338,126.182,10.0,5.4,mww,usc000tnnb,2016-11-10T21:46:22.283Z,"50 km NE of Sulangan, Philippines",earthquake,8.1,1.7,us,us
1407,2015-02-09 12:50:06.100000+00:00,-20.5304,172.4675,48.1,5.0,mb,usc000tnc4,2015-05-04T22:47:50.040Z,Vanuatu region,earthquake,5.0,6.9,us,us
1408,2015-02-09 07:59:31.550000+00:00,0.203,-17.1288,10.0,5.3,mb,usc000tnbc,2015-05-04T22:47:50.040Z,north of Ascension Island,earthquake,8.7,1.8,us,us
1409,2015-02-08 15:09:08.950000+00:00,-2.4318,119.3699,37.28,5.6,mwb,usc000tn7f,2024-06-16T23:48:35.957Z,"60 km ENE of Mamuju, Indonesia",earthquake,6.3,5.2,us,us
1410,2015-02-07 18:53:25.520000+00:00,-3.4372,135.6166,42.96,5.2,mb,usc000tn2m,2015-05-04T22:47:47.040Z,"15 km ESE of Nabire, Indonesia",earthquake,7.4,4.9,us,us
1411,2015-02-06 22:02:28.120000+00:00,12.5438,-87.7218,77.39,5.4,mww,usc000tmvl,2022-07-27T19:27:31.760Z,"36 km SW of Jiquilillo, Nicaragua",earthquake,6.1,4.5,us,us
